icao24,runway_fap,ts_fap,ts_thr,distance_fap_to_thr,delta_time_fap_to_thr,speed_fap,vertical_speed_fap,heading_fap,weekday
01020b,32R,1736511971995,1736512183103,16847.54252316036,210.91518299210713,80.1025044903505,0.0,319.41063885002177,4
010236,32R,1736504719209,1736504937834,16847.54252316036,216.33982090764374,100.42266388560994,0.0,325.88521379278075,4
01024d,32R,1736505348564,1736505568656,16847.54252316036,220.18419879397484,90.90781822206729,-18.811136192626034,323.17680327569565,4
02007d,32L,1736505386768,1736505514611,10583.773565404412,131.22581292835892,75.04783067824339,0.0,324.4794928485333,4
0200fb,32L,1736529715433,1736529838469,10583.773565404412,125.83410241365905,82.22196313151788,0.0,325.74673460085995,4
02a043,32R,1736532165465,1736532375647,16847.54252316036,209.6686077100083,82.76309803456337,0.0,322.98148980605254,4
02a199,32R,1736527648451,1736527858951,16847.54252316036,206.79563396189792,105.39387271115987,-49.504950495049506,322.28104212604796,4
06a1ec,32R,1736483459360,1736483663610,16847.54252316036,204.73364685518183,224.6521752417035,-125.0,323.56596360944,4
06a2c7,32R,1736512782932,1736512983156,16847.54252316036,201.3278885561569,96.88129923897883,-15.683814303638645,322.70560482857206,4
06a2f2,32R,1736534668515,1736534867669,16847.54252316036,198.52800653051222,114.71700829452361,0.0,321.6796476526663,4
06a30d,32R,1736485814741,1736486009534,16847.54252316036,193.41949791594553,110.18240084413037,0.0,320.5923294614339,4
0d09e5,32L,1736502984698,1736503115231,10583.773565404412,133.99816501413207,94.73478944911606,-27.144408251900106,319.32390298726847,4
0d09ec,32R,1736480973190,1736481180107,16847.54252316036,205.91762139412342,97.87908721560666,0.0,321.5217418629028,4
341207,32L,1736510427033,1736510559516,10583.773565404412,136.11840892930553,90.43517756236709,0.0,319.59562057345136,4
34134d,32R,1736515081084,1736515281787,16847.54252316036,198.15136943589772,115.35394711298974,-29.308323563892145,320.8918572626162,4
34134d,32R,1736544999550,1736545200033,16847.54252316036,200.48968992362893,104.58491936308054,-47.98464491362764,318.3593253101686,4
3415ce,32L,1736508697224,1736508828810,10583.773565404412,134.76413951881383,76.6894556596917,0.0,324.03992107997834,4
3415ce,32L,1736531067676,1736531200933,10583.773565404412,130.35480421438,102.41230603675668,0.0,321.19196178085775,4
3415cf,32L,1736497548470,1736497683538,10583.773565404412,139.39481715344607,89.21114563619265,-18.89644746787604,322.7518423039726,4
