icao24,runway_fap,ts_fap,ts_thr,distance_fap_to_thr,delta_time_fap_to_thr,speed_fap,vertical_speed_fap,heading_fap,weekday
0101b7,18L,1736426383552,1736426600816,19414.78210003832,217.27527553749835,96.85179307233834,0.0,180.0,3
02006f,18R,1736444011664,1736444294215,26878.91307505319,282.6912204213016,164.65045319148922,-55.80357142857143,179.9092654693418,3
020175,18R,1736430378748,1736430660512,26878.91307505319,282.0122812322509,122.23456342810891,-24.509803921568626,177.69110138426686,3
020177,18R,1736426908791,1736427198725,26878.91307505319,289.9103087341567,116.32298133241855,-28.089887640449437,180.0,3
06a139,18L,1736426506140,1736426732426,19414.78210003832,226.50478061749538,116.14222947877022,-25.906735751295336,180.71731569471112,3
06a1e6,18L,1736443041274,1736443253422,19414.78210003832,212.46563253934286,113.0638921219065,0.0,178.58626305569328,3
06a2f0,18L,1736449061563,1736449282576,19414.78210003832,220.90816464586462,116.67850524856046,-71.63323782234957,180.0,3
06a30b,18L,1736438146765,1736438365690,19414.78210003832,218.97600425267598,98.83688915472717,-60.67961165048544,180.0,3
06a30d,18L,1736405863726,1736406097129,19414.78210003832,233.22410664541283,111.61989583508101,0.0,180.0,3
0a0092,18L,1736416739555,1736416972913,19414.78210003832,233.18645659464516,99.93768586309089,0.0,179.2882135402623,3
0d085c,18L,1736391095213,1736391338737,19414.78210003832,244.0202005064302,94.42802547657861,0.0,180.0,3
0d08d1,18R,1736433686873,1736433946999,26878.91307505319,259.8267426062965,131.07520857641765,0.0,180.0518913566408,3
0d09d0,18R,1736416114391,1736416394178,26878.91307505319,278.3724106169099,125.4878222858169,-38.52080123266564,180.0,3
0d0a9a,18L,1736392548651,1736392798769,19414.78210003832,249.56031852010253,112.97638762376369,0.0,180.0,3
34134d,18L,1736413545363,1736413778634,19414.78210003832,234.1508547092708,104.24977057304017,-11.60092807424594,180.32802731891104,3
34134d,18L,1736437835973,1736438050084,19414.78210003832,214.08733741409804,119.87831613617988,0.0,175.71777007288256,3
3415cf,18L,1736412182536,1736412410173,19414.78210003832,227.287165083721,101.33047369405907,-24.43792766373412,177.09050800475075,3
3415cf,18R,1736432482051,1736432772790,26878.91307505319,291.0826017810108,121.71466516350476,-42.58943781942079,175.87466155543348,3
3415cf,32R,1736455936141,1736456157811,16847.54252316036,221.40531202317172,116.91659850925379,-49.115913555992144,321.5216648055167,3
341646,18L,1736409737153,1736409968409,19414.78210003832,231.2027074204045,107.05146731467309,0.0,181.56471434709945,3
341646,18L,1736451367039,1736451604534,19414.78210003832,237.6331618316452,111.98826586750177,0.0,181.60519698998291,3
341682,18R,1736417192675,1736417471329,26878.91307505319,278.6030680097151,145.98832171437266,-45.53734061930783,179.91649288024087,3
341682,32L,1736456336773,1736456468879,10583.773565404412,138.07350971262034,87.42270648899196,0.0,320.65299088598283,3
342090,18R,1736443552138,1736443832694,26878.91307505319,280.28288193503516,125.0331562631069,0.0,180.0,3
342091,18R,1736414523617,1736414822585,26878.91307505319,298.77073819867223,116.15275257971166,-24.390243902439025,180.0,3
342091,18R,1736428962490,1736429244166,26878.91307505319,281.760253687497,136.0383017764396,0.0,180.0,3
342091,18R,1736444989326,1736445275001,26878.91307505319,285.4904924769388,122.533858128234,-27.292576419213972,180.0,3
3420ca,18L,1736416496945,1736416728437,19414.78210003832,231.56158200193812,111.96617651041198,0.0,181.6173466187602,3
3420ca,18L,1736444368757,1736444597982,19414.78210003832,229.32836498451334,97.37582209765728,-43.47826086956522,180.0,3
3420cb,18L,1736410033475,1736410254016,19414.78210003832,220.51104344526135,114.47408167015956,0.0,183.17020966654587,3
3420cb,18L,1736426982230,1736427201352,19414.78210003832,218.8668059671296,91.13798671969782,0.0,181.33441855165466,3
3420cb,18L,1736450669376,1736450892220,19414.78210003832,222.70308635252036,106.476020095709,0.0,180.0,3
3420cc,18R,1736413619769,1736413892041,26878.91307505319,272.6459304449512,116.51097753600995,-27.382256297918946,179.93708197549233,3
3420cc,18L,1736435116089,1736435340642,19414.78210003832,224.35122736069545,97.90018977756017,-53.30490405117271,181.60519698998291,3
3420cc,32R,1736458671910,1736458891645,16847.54252316036,218.89081512831353,130.40967068483275,0.0,323.87287028238563,3
342104,18L,1736428139362,1736428361378,19414.78210003832,222.29323670378514,112.18309174507509,0.0,178.71185217121865,3
342104,18R,1736445542047,1736445833435,26878.91307505319,291.7519367381628,122.27396593402531,-46.992481203007515,180.0,3
342105,18R,1736415410435,1736415682032,26878.91307505319,271.93601315280495,120.56081644204865,0.0,180.0,3
342105,18R,1736429196406,1736429467174,26878.91307505319,270.60766830603774,113.55307384990215,0.0,180.11648247664561,3
342105,18R,1736451173639,1736451439951,26878.91307505319,265.8293278285529,101.68498469505859,0.0,180.1278044607218,3
342188,18L,1736429665758,1736429889159,19414.78210003832,224.09567715982195,92.66086145187855,-10.17087062652563,180.0,3
342188,18L,1736443984469,1736444206061,19414.78210003832,221.66139080641602,108.93209670457767,-48.63813229571984,180.0,3
342189,18L,1736414735163,1736414964045,19414.78210003832,229.04348543169087,106.59894851242824,-43.63001745200698,180.0,3
