icao24,runway_fap,ts_fap,ts_thr,distance_fap_to_thr,delta_time_fap_to_thr,speed_fap,vertical_speed_fap,heading_fap,weekday
0100df,32R,1736856359837,1736856563198,16847.54252316036,203.58174099087807,111.9021020822251,-23.58490566037736,321.3662753335658,1
0200ae,32L,1736873647272,1736873768935,10583.773565404412,125.38278197617895,107.52362470468483,0.0,317.9240043610747,1
020175,32L,1736883033691,1736883176404,10583.773565404412,146.84241149617975,82.59092448599078,0.0,323.2178264346496,1
020177,32L,1736878385939,1736878533096,10583.773565404412,146.31897254568995,84.14967313506492,0.0,321.84248817376607,1
040127,32R,1736837521367,1736837723087,16847.54252316036,200.47735317256348,102.08203976626766,-43.70629370629371,321.6796854905782,1
06a140,32R,1736861347763,1736861542077,16847.54252316036,192.90563939736938,115.55177101584523,-13.089005235602095,323.03494590725563,1
06a19e,32R,1736857845618,1736858046553,16847.54252316036,200.34717307700853,114.98193664212211,-40.51863857374392,323.38002804665837,1
06a1d2,32R,1736819967523,1736820188501,16847.54252316036,220.2199801737313,75.16186234253577,0.0,325.7344359814199,1
06a1e6,32R,1736871162943,1736871362785,16847.54252316036,196.61124189288978,133.77750888193682,0.0,322.1638410976249,1
06a2ed,32R,1736879230722,1736879430597,16847.54252316036,199.97735391990494,103.17974971247763,0.0,324.90946996706043,1
0a004a,32R,1736849246551,1736849458591,16847.54252316036,211.57300614380432,112.03835658416268,0.0,323.40135073889616,1
0d0bba,32R,1736823771760,1736823951891,16847.54252316036,181.96819805018947,127.83309829779901,0.0,323.05882904525083,1
341207,32R,1736871429178,1736871636552,16847.54252316036,207.44704460199787,112.87410032460197,-43.25259515570934,323.25980777252425,1
34134d,32R,1736842953546,1736843156556,16847.54252316036,199.996219265243,107.62192776420612,-22.999080036798528,321.75841457702137,1
34134d,32R,1736869436030,1736869630579,16847.54252316036,194.2422917291659,87.96260140310287,0.0,323.87287028238563,1
34134e,32L,1736841805265,1736841938275,10583.773565404412,138.21450095270163,97.78004310364115,0.0,316.4045485944882,1
34134e,32L,1736862286144,1736862423809,10583.773565404412,141.6482753137968,87.16769438133545,0.0,324.040032110937,1
3415ce,32L,1736847178214,1736847313438,10583.773565404412,138.2556835802988,88.23825359695167,0.0,322.1494327572856,1
3415ce,32R,1736889164582,1736889369543,16847.54252316036,198.7434006832543,120.80516576216841,0.0,317.91076545157995,1
3415cf,32L,1736837945286,1736838079561,10583.773565404412,137.48026900886705,86.89543722710722,-25.0,320.8419349087744,1
3415cf,32R,1736860935051,1736861136753,16847.54252316036,203.8413409172339,105.30995630034887,-25.940337224383917,322.2368789294609,1
3415cf,32R,1736895875693,1736896083301,16847.54252316036,209.776469472937,146.93978334610463,-61.72839506172839,321.52158774819475,2
341646,32R,1736847500665,1736847706786,16847.54252316036,205.20519272546545,108.71205763409617,0.0,318.1976686197996,1
341646,32R,1736869298935,1736869490040,16847.54252316036,191.25881350400192,127.62175372885591,0.0,320.8921684479075,1
341682,32R,1736842745905,1736842944467,16847.54252316036,197.63458231726753,125.35625139578083,0.0,318.0232409705048,1
341682,32L,1736860501720,1736860631577,10583.773565404412,132.9040935915278,81.55226564762593,0.0,323.8854382485967,1
341682,32L,1736882919246,1736883052934,10583.773565404412,136.16911807332983,84.91116221153518,0.0,325.2649576748954,1
342059,32R,1736861095412,1736861306957,16847.54252316036,212.43236259393288,103.09056676477886,-23.51834430856068,322.1511005461297,1
342059,32R,1736882677211,1736882887737,16847.54252316036,207.63241248508118,89.66486122532058,0.0,322.6883774732318,1
342090,32L,1736853751966,1736853883968,10583.773565404412,134.91273891528888,126.70531497930759,0.0,323.88555135940936,1
342090,32L,1736879848923,1736879975733,10583.773565404412,131.4956146746195,104.05642561950718,0.0,320.7270776528544,1
342091,32L,1736835997692,1736836136035,10583.773565404412,137.77123307264796,92.33964902032973,0.0,322.55386356975146,1
342091,32R,1736851041041,1736851252886,16847.54252316036,211.67847415476342,106.21077234510891,0.0,324.87441628697337,1
342091,32R,1736867077403,1736867280626,16847.54252316036,202.3376877332506,102.9456253918376,-16.75603217158177,322.68912078404645,1
3420ca,32R,1736843630084,1736843825586,16847.54252316036,195.7729109838416,85.49180873810337,0.0,314.37913275962603,1
3420ca,32R,1736859142131,1736859345644,16847.54252316036,203.07525668289023,110.3413645940885,-26.93965517241379,322.6888522422723,1
3420ca,32L,1736884209940,1736884337882,10583.773565404412,132.28952263762793,106.48579146188222,0.0,321.8511046579869,1
3420cb,32R,1736875148661,1736875342394,16847.54252316036,192.83509387782448,115.66330518350686,0.0,321.3085797225514,1
3420cc,32R,1736839026695,1736839239765,16847.54252316036,212.762386865304,96.4273293767016,0.0,323.83437158278633,1
3420cc,32R,1736861449506,1736861662230,16847.54252316036,212.57592973743087,100.10762646306522,-52.96610169491526,318.94482494422004,1
3420cc,32R,1736887340015,1736887537179,16847.54252316036,195.88360182657934,160.82205524813293,-81.9672131147541,316.7328206620854,1
342104,32R,1736839500997,1736839710004,16847.54252316036,209.08616984069243,101.28883322083105,-24.4140625,318.4703247166807,1
342104,32L,1736867365462,1736867495374,10583.773565404412,134.33711689621884,97.11540111440046,0.0,319.75561376691127,1
342104,32L,1736890027841,1736890153367,10583.773565404412,128.51853533411284,94.05928963389536,-53.418803418803414,324.03992107997834,1
342105,32L,1736863406062,1736863539179,10583.773565404412,131.84873331692918,78.64225097709163,-53.30490405117271,325.8975045318529,1
342107,32R,1736851860242,1736852062680,16847.54252316036,202.95641122608433,99.52041567308375,-22.872827081427264,300.66283705647385,1
342107,32R,1736875383202,1736875590097,16847.54252316036,207.00941810804133,94.49621847540332,0.0,323.8079183364619,1
342188,32L,1736847935650,1736848081639,10583.773565404412,145.4099320737355,95.23079201014343,0.0,323.8855136549868,1
342188,32L,1736861469427,1736861598383,10583.773565404412,133.66418634412213,91.73066710536182,0.0,318.95806394988443,1
342188,32L,1736877391404,1736877515280,10583.773565404412,128.0973476489544,103.91310960474178,-12.450199203187251,321.8904242527655,1
342189,32L,1736841610447,1736841751628,10583.773565404412,146.4610473320528,75.27887191799796,-24.509803921568626,322.7016608839009,1
342189,32R,1736879556965,1736879767386,16847.54252316036,212.12967989464616,108.40506145664084,-22.301516503122212,300.6938002669343,1
342210,32R,1736887847311,1736888055074,16847.54252316036,207.09931054725664,96.40949292469173,-22.32142857142857,313.52929976227836,1
34224e,32R,1736823624654,1736823814496,16847.54252316036,190.97277240461563,86.3823165661083,0.0,322.5323055401882,1
34224e,32R,1736853173712,1736853373927,16847.54252316036,200.86075158636532,108.70794783151477,0.0,324.0274175607492,1
3423c3,32L,1736846112417,1736846241655,10583.773565404412,137.78104017854267,87.34075871286761,0.0,324.0400291884074,1
3423c3,32R,1736877048094,1736877249323,16847.54252316036,201.18935076770916,99.30317810306519,0.0,319.7426997050925,1
3423c4,32R,1736859576484,1736859779613,16847.54252316036,203.11663865545987,116.2534258924551,-71.22507122507123,319.3783864189804,1
3423c4,32R,1736889296684,1736889514803,16847.54252316036,217.37908890526938,97.2838716854602,-30.807147258163894,321.23535949440577,1
34250a,32R,1736844602767,1736844803367,16847.54252316036,198.9451079272962,130.62836920097146,-55.92841163310962,321.67974224679284,1
34250a,32R,1736874877711,1736875074133,16847.54252316036,196.83366675157183,101.50879032154735,0.0,321.6040981120808,1
34260e,32R,1736844967294,1736845177278,16847.54252316036,209.2026824516891,116.5376321591688,0.0,324.5759442098999,1
34260e,32R,1736860658395,1736860867258,16847.54252316036,208.85034263691134,118.87711769988837,0.0,325.63549339918603,1
34260e,32R,1736890165055,1736890372976,16847.54252316036,208.1355793351685,90.13351690766943,0.0,322.8520804168039,1
343141,32L,1736862653951,1736862786609,10583.773565404412,137.4145456073391,100.9600274975718,0.0,326.48430320275395,1
343141,32R,1736890924654,1736891127415,16847.54252316036,203.0326494281685,99.35581181277661,0.0,323.1766913251993,1
343147,32L,1736841447698,1736841574187,10583.773565404412,135.07498320049731,92.862198430432,0.0,325.4222138794499,1
34324e,32L,1736862800370,1736862934345,10583.773565404412,136.43410502866314,84.43334973867472,0.0,317.52928136483735,1
34324e,32L,1736875326994,1736875454459,10583.773565404412,131.071619253491,107.99492528996441,0.0,322.70165787139774,1
34324e,32R,1736888444204,1736888649071,16847.54252316036,205.39460714418288,115.81037665599482,0.0,318.9450560748535,1
343385,32L,1736888104787,1736888238843,10583.773565404412,142.02565098213407,101.6889894730337,0.0,323.64934542180737,1
3434ce,32R,1736873787452,1736873990602,16847.54252316036,202.5224385858184,109.79437331614082,-24.59419576979833,322.95298021134124,1
343650,32R,1736847055074,1736847255614,16847.54252316036,201.95936005503344,112.64003434350111,0.0,322.23705214817784,1
343650,32L,1736875884198,1736876021331,10583.773565404412,140.3307224397881,102.68898011952274,-49.21259842519685,322.5450863749952,1
343650,32L,1736890374810,1736890515920,10583.773565404412,144.91109268090915,57.58290322675578,0.0,314.39229557436346,1
34368c,32R,1736834136423,1736834338775,16847.54252316036,201.86951714323465,110.34816617917657,0.0,323.1757246344169,1
34368c,32R,1736846867429,1736847073878,16847.54252316036,201.7857118591101,141.38829891667118,0.0,320.2598999166725,1
34368c,32R,1736862444111,1736862653034,16847.54252316036,210.36526757871624,102.51092783893924,-10.407993338884262,323.02111819714406,1
34368c,32R,1736882917924,1736883135158,16847.54252316036,216.03636837028654,121.97924752642781,0.0,322.92253759080904,1
343694,32R,1736836479650,1736836691314,16847.54252316036,210.0657457031908,92.83045746299376,0.0,318.9449597694156,1
343694,32R,1736861200983,1736861410506,16847.54252316036,210.0446046473957,111.07407665085599,-32.65839320705422,323.8684736233646,1
343694,32R,1736877398107,1736877607625,16847.54252316036,208.2656918694397,90.30372873012283,0.0,323.7629842384471,1
34409a,32R,1736886511067,1736886724120,16847.54252316036,212.92421033955276,83.1981550568113,-37.14710252600297,317.3040100229156,1
344195,32R,1736845798893,1736845989554,16847.54252316036,189.55281092424673,117.13975859444533,-46.992481203007515,323.81361037602613,1
344195,32L,1736861719888,1736861853852,10583.773565404412,142.3491022756875,79.91647279008129,0.0,326.4918710418226,1
344195,32R,1736883524357,1736883743887,16847.54252316036,218.72525690397458,122.12179790912461,0.0,324.66103528048683,1
344216,32L,1736855471035,1736855602834,10583.773565404412,135.62295897559673,96.41308863404427,0.0,319.75580575487464,1
344216,32L,1736883842336,1736883973463,10583.773565404412,135.00390740358972,87.56978303016872,0.0,321.07677460006556,1
344217,32L,1736858497469,1736858625704,10583.773565404412,131.6582705423834,120.04934625250148,0.0,325.74671617994255,1
344217,32L,1736885080513,1736885209072,10583.773565404412,136.13411133058807,102.08623984100728,0.0,322.5449908065948,1
344297,32R,1736855887778,1736856083062,16847.54252316036,194.86858945597976,105.61170956311629,-47.52851711026616,318.19778652768235,1
344297,32R,1736885902925,1736886101297,16847.54252316036,198.05233596529482,109.81533534091035,-49.40711462450593,326.4858639405499,1
344307,32L,1736847851731,1736847985140,10583.773565404412,140.30155723401214,74.46424235421233,0.0,320.6278716298976,1
344307,32L,1736884063358,1736884212763,10583.773565404412,154.48471531028108,59.238839382684525,0.0,324.00689566994197,1
344345,32R,1736829965286,1736830169292,16847.54252316036,204.4748333513351,72.98626022732437,0.0,340.0887006293274,1
344416,32R,1736835258148,1736835449734,16847.54252316036,191.46011940383232,112.68889673043812,-53.99568034557235,322.53224825462945,1
344416,32R,1736862112249,1736862300232,16847.54252316036,187.31696506088383,107.26188368251688,0.0,318.3589777027886,1
344416,32L,1736890172179,1736890297401,10583.773565404412,124.22226742906682,82.30342732540706,0.0,330.2271644744032,1
344446,32L,1736844738500,1736844864838,10583.773565404412,133.68866510044887,75.50560579299909,0.0,324.0398840703178,1
344446,32L,1736858957700,1736859082272,10583.773565404412,132.44705898367053,87.9364608876021,0.0,321.85729668483367,1
344446,32L,1736884978192,1736885114107,10583.773565404412,135.19940361723312,90.69006710790701,-41.32231404958678,320.8220616556712,1
344449,32L,1736847304481,1736847435994,10583.773565404412,135.0890678614768,93.00155284781722,-48.63813229571984,321.72757396852376,1
344449,32R,1736881086429,1736881290493,16847.54252316036,203.71008946757638,122.44468630145823,-45.955882352941174,314.3795290384261,1
34444b,32L,1736836881314,1736837004663,10583.773565404412,127.95046124840556,84.19637510387726,-40.0,329.39724014645117,1
34444b,32R,1736858066976,1736858261690,16847.54252316036,194.9206777920072,98.13652819319891,-36.54970760233918,322.8312619104749,1
