icao24,runway_fap,ts_fap,ts_thr,distance_fap_to_thr,delta_time_fap_to_thr,speed_fap,vertical_speed_fap,heading_fap,weekday
010204,32R,1732798340079,1732798554987,16847.54252316036,215.99803879801823,75.80426124919225,0.0,324.4661624267876,3
020176,32L,1732796025408,1732796165064,10583.773565404412,147.7442180064091,81.5055657554178,-12.106537530266344,322.8031501439454,3
02019c,32L,1732796863339,1732796993733,10583.773565404412,133.80138975896335,86.17569161710094,-38.940809968847354,325.89758926068293,3
040032,32R,1732775846687,1732776049010,16847.54252316036,202.91313968472534,95.01257874059547,0.0,322.09597617812005,3
06a13c,32R,1732797127037,1732797305955,16847.54252316036,178.12848787594447,118.10607990569031,-35.6887937187723,322.0313991785886,3
06a1dd,32R,1732766884248,1732767092914,16847.54252316036,207.84745783029518,90.24130359383354,0.0,324.07428683190005,3
06a1ea,32R,1732776162789,1732776354297,16847.54252316036,191.9195097257837,124.92307428211124,-26.968716289104638,323.57112161939824,3
06a2e1,18L,1732808506706,1732808735288,19414.78210003832,228.49834128275393,118.76954499242342,0.0,180.0,3
06a30c,32R,1732782307982,1732782499064,16847.54252316036,189.64529773194866,114.33317197989975,0.0,322.80567068745785,3
0a0018,32R,1732763602124,1732763803128,16847.54252316036,199.4563923916162,88.98042208289037,0.0,324.5758339982753,3
0a0092,32R,1732787645492,1732787831789,16847.54252316036,186.32300006072046,102.2708154938532,0.0,318.78408475591334,3
0d085c,32R,1732763378327,1732763571326,16847.54252316036,193.36727383368566,97.15674812957191,0.0,323.09140162339816,3
0d0c90,32L,1732794229502,1732794387528,10583.773565404412,164.5155747131159,73.07389427653042,-16.512549537648614,320.8875336880209,3
30017c,32R,1732784552325,1732784741554,16847.54252316036,188.48483412349773,110.80877663217527,-22.045855379188716,321.25607439494246,3
3008ac,32R,1732779609937,1732779818976,16847.54252316036,209.104543756474,159.11120710172318,-56.17977528089887,323.41474963115354,3
34134d,32R,1732799505514,1732799689276,16847.54252316036,183.35039681376284,103.13909314734596,-11.764705882352942,322.15134798327944,3
34134e,32R,1732785473517,1732785670199,16847.54252316036,196.58012191143052,96.22110016893654,0.0,321.8331234914826,3
34134e,32R,1732801637267,1732801825943,16847.54252316036,188.33273778174384,105.65167522257754,-24.342745861733206,324.1952303770741,3
34150e,32R,1732780688933,1732780884915,16847.54252316036,195.80279990968606,100.98292327537594,0.0,322.68880868575064,3
34150e,32R,1732800360159,1732800554717,16847.54252316036,195.57716245978696,100.77316603371764,-27.056277056277054,320.7667757911307,3
3415ce,32L,1732775114541,1732775246674,10583.773565404412,134.35422477209275,106.46428083411102,0.0,320.86944114703385,3
3415ce,32R,1732801238370,1732801435867,16847.54252316036,197.1872472303975,106.42841274424873,0.0,324.34810255408945,3
3415cf,32L,1732785810742,1732785942319,10583.773565404412,131.92291265879706,95.69740319661007,0.0,334.04582084254844,3
3415cf,32L,1732801894405,1732802029293,10583.773565404412,133.73881847058306,90.05311955816386,0.0,324.04972055220617,3
341682,18L,1732804783204,1732805005572,19414.78210003832,222.7604257756538,101.03416707169735,0.0,183.34426086399478,3
342059,32L,1732785352755,1732785481134,10583.773565404412,127.4403812743902,77.56553161210066,0.0,322.29280520026305,3
342059,18L,1732809808880,1732810027878,19414.78210003832,219.15467058621834,85.96913194015326,0.0,184.49797469089296,3
342090,32L,1732793113495,1732793243630,10583.773565404412,129.7091330845172,113.52095816043405,0.0,325.74673460085995,3
342091,32L,1732786184073,1732786315933,10583.773565404412,137.32348680288413,85.58963492465556,0.0,322.7710120618494,3
3420cb,32L,1732775795651,1732775925569,10583.773565404412,134.76591669758227,85.3094883273939,-48.44961240310077,324.04001360593736,3
3420cb,32R,1732800924877,1732801116563,16847.54252316036,198.28137760387014,104.88536139426144,0.0,321.88590199869896,3
3420cc,32R,1732784298274,1732784498261,16847.54252316036,200.35669942219624,92.277833757515,-45.62043795620438,322.98148980605254,3
3420cc,18L,1732805523237,1732805764344,19414.78210003832,242.0369668768693,101.09310371435,0.0,178.47637113927817,3
342104,32R,1732784837076,1732785013514,16847.54252316036,177.10076987977655,116.4621112061592,0.0,322.53239527103005,3
342104,18L,1732806923382,1732807151177,19414.78210003832,227.80703861361704,95.21496317333518,-57.3394495412844,178.386011794144,3
342105,32R,1732799789686,1732799980864,16847.54252316036,190.99247271142264,105.54312990855833,0.0,320.66014434282323,3
342107,32R,1732762144116,1732762342038,16847.54252316036,198.13658579476302,86.83768946918974,0.0,324.0274360480084,3
342188,32R,1732787956653,1732788165145,16847.54252316036,208.47700863971875,104.32972366810519,-24.509803921568626,323.38044817816757,3
342189,32R,1732783293122,1732783478218,16847.54252316036,183.88904214955843,122.23933274859519,0.0,324.5757788924333,3
342189,32L,1732801250956,1732801380980,10583.773565404412,128.7142907757531,94.12055422239776,0.0,324.6624199301876,3
342210,18R,1732791516271,1732791827194,26878.91307505319,311.01713027702925,96.45414911856254,0.0,180.0,3
342211,32R,1732782457376,1732782653819,16847.54252316036,196.451254747493,105.07555741695133,-23.234200743494423,320.8302321960228,3
34224e,32L,1732784776870,1732784900468,10583.773565404412,126.39957616993676,89.7394133460658,-16.191709844559586,321.5060807671745,3
34224e,18L,1732810407076,1732810629045,19414.78210003832,221.42726836448807,93.75473137779368,-24.20135527589545,176.95494631370605,3
3423c3,32R,1732783571157,1732783770304,16847.54252316036,198.52027627501482,100.62590867242027,-47.89272030651341,322.34142911323545,3
3423c4,32R,1732779993683,1732780187508,16847.54252316036,193.85616699578108,107.2141661152904,0.0,324.15145106952167,3
34250a,32R,1732785054543,1732785253540,16847.54252316036,197.6266598178425,88.79126269151723,0.0,324.4960240883615,3
34250a,18L,1732807485574,1732807720802,19414.78210003832,235.64381921720673,89.76368790650407,0.0,180.0,3
34304f,18L,1732791729138,1732791995661,19414.78210003832,266.32580359267376,86.71556725590074,0.0,177.4452136195914,3
34324e,32R,1732784670868,1732784865679,16847.54252316036,195.3973639293179,118.38959070826184,-16.578249336870027,321.5220055062169,3
34324e,32R,1732800065038,1732800247185,16847.54252316036,182.47186550314836,130.62845442253604,-27.96420581655481,321.6798332597815,3
34324f,32R,1732800187909,1732800394903,16847.54252316036,207.06330425406398,116.8071497659367,-34.698126301179734,322.0282832442422,3
343385,32L,1732779277419,1732779405793,10583.773565404412,131.75236070219347,89.92233774997068,0.0,320.40261721220656,3
343385,18L,1732807118464,1732807352075,19414.78210003832,232.93960108089934,107.60372562655219,-24.224806201550386,180.90496937339253,3
343650,32R,1732764666645,1732764878551,16847.54252316036,212.23897512816086,108.9831830570874,0.0,324.4069466335001,3
343650,18L,1732805320605,1732805565980,19414.78210003832,245.11786522111169,112.80671607303387,-48.732943469785575,175.82875108235635,3
34368c,32L,1732777657216,1732777791069,10583.773565404412,136.73441484042874,94.84816646861593,0.0,317.6071532174222,3
34368c,18R,1732789842884,1732790144392,26878.91307505319,301.42664232479007,108.29999556315846,0.0,180.0,3
34368c,32R,1732800602412,1732800797010,16847.54252316036,195.21275166427193,84.96617269870856,0.0,319.7428914968083,3
343694,32R,1732780459456,1732780672858,16847.54252316036,213.3998701046418,86.01823426677912,0.0,323.46651316510156,3
343694,32R,1732799171682,1732799370281,16847.54252316036,198.22903617021066,109.03753970706782,-33.82949932341001,323.2124615908335,3
344195,18R,1732791235234,1732791557060,26878.91307505319,321.52839691597234,83.27361622034273,0.0,180.0,3
344195,32L,1732802821106,1732802943762,10583.773565404412,130.95601724450637,96.17887716317429,0.0,321.692537721502,3
