icao24,runway_fap,ts_fap,ts_thr,distance_fap_to_thr,delta_time_fap_to_thr,speed_fap,vertical_speed_fap,heading_fap,weekday
00a2e4,32L,1731972376429,1731972496451,10583.773565404412,127.62693720731868,61.70030625039867,-41.050903119868636,325.7466240823991,1
010161,32R,1731928789118,1731928991597,16847.54252316036,202.41759342813808,89.97224251931983,0.0,325.8851110735221,0
010237,32R,1731925916936,1731926117276,16847.54252316036,199.89945202067798,105.01811065564887,0.0,326.18706897995884,0
010244,32R,1731933958022,1731934148574,16847.54252316036,190.98898594087115,103.14633806152338,-16.260162601626014,323.1014157166332,0
010264,32R,1731926203950,1731926400384,16847.54252316036,193.52859334692957,110.61037837997364,-23.22340919647004,322.36640925666256,0
02013a,32L,1731947722691,1731947842277,10583.773565404412,123.91934747334906,97.34206273591428,-59.66587112171838,319.59552286240836,0
020143,32L,1731926527113,1731926656860,10583.773565404412,137.18286331465654,89.11870268571514,0.0,323.78813005048966,0
020182,32L,1731914352504,1731914485936,10583.773565404412,142.02357966221064,86.98950659740633,0.0,326.8668859728837,0
020182,32L,1731972741765,1731972862703,10583.773565404412,124.6603299542442,147.11011126056124,-61.576354679802954,326.3058310513704,1
06a1ec,32R,1731938218783,1731938411251,16847.54252316036,192.3225488909993,105.42869958943977,-27.144408251900106,323.0966296941577,0
06a2c5,32R,1731932287680,1731932466614,16847.54252316036,179.11866419582802,153.15534013248896,-48.923679060665364,322.53236616236336,0
06a2f3,32R,1731954011539,1731954211812,16847.54252316036,199.69352472995294,93.85332241266076,-27.233115468409586,321.7256233655865,0
0d08d1,32R,1731899074011,1731899267139,16847.54252316036,193.04356472389523,103.41740705396013,-41.390728476821195,324.57601768470397,0
0d09ec,32L,1731927332848,1731927451087,10583.773565404412,125.81994627805302,96.53456802619694,0.0,324.03999217774185,0
0d0a9a,32R,1731900262094,1731900461621,16847.54252316036,198.48531420374226,116.91662975385746,0.0,321.52164554077234,0
34134d,32R,1731935488018,1731935665761,16847.54252316036,177.44511235327232,115.82128011338258,0.0,320.35657812608713,0
34134d,32R,1731962201711,1731962410716,16847.54252316036,209.64013666977698,90.89951865801024,-15.309246785058175,322.8836417308218,0
34134e,32R,1731937901598,1731938095714,16847.54252316036,192.8137647255429,111.1170114917137,0.0,323.2289352271514,0
34134e,32R,1731963657388,1731963862991,16847.54252316036,205.27668059454837,91.63732120752105,0.0,318.04439955558405,0
34150e,32L,1731921709380,1731921836418,10583.773565404412,133.15710192790428,72.66120244359269,0.0,320.7459490450666,0
34150e,32L,1731937312121,1731937433047,10583.773565404412,128.34483103218733,109.13301882067218,0.0,323.8855702113949,0
34150e,32R,1731965707923,1731965902569,16847.54252316036,192.9817119982625,142.41711749519945,0.0,321.6795719780352,0
3415ce,32R,1731921406947,1731921613506,16847.54252316036,198.77405485512713,90.092387003998,-48.543689320388346,319.18183112850375,0
3415ce,32L,1731937026093,1731937162902,10583.773565404412,136.77650132605146,88.75153693894912,0.0,320.4858751940028,0
3415ce,32L,1731952093299,1731952223060,10583.773565404412,128.10310814174775,99.22774932892804,-26.93965517241379,322.78457476768455,0
341646,32R,1731965594545,1731965791240,16847.54252316036,196.68755794968374,124.26757271245343,-60.67961165048544,322.6889586762995,0
341682,32R,1731924272379,1731924458989,16847.54252316036,186.35863713354405,112.27422160287068,-17.470300489168412,323.65540422640163,0
