icao24,runway_fap,ts_fap,ts_thr,distance_fap_to_thr,delta_time_fap_to_thr,speed_fap,vertical_speed_fap,heading_fap,weekday
010245,32R,1732106419519,1732106639299,16847.54252316036,219.70840800598523,101.85983230072168,-25.87991718426501,320.8920856827123,2
02006f,32R,1732120683661,1732120925310,16847.54252316036,241.68898309880376,89.14758197250438,0.0,320.7328869095979,2
020110,32L,1732104433306,1732104579325,10583.773565404412,151.96930073421308,78.05653599377996,0.0,323.0334889797259,2
02a260,32R,1732122307954,1732122520208,16847.54252316036,212.47320069049442,134.37004975755497,-69.63788300835655,327.58102266273096,2
06a13b,32R,1732106052979,1732106256241,16847.54252316036,202.49982451438353,93.28186646136066,-13.014055179593962,322.6889925702811,2
06a2df,32R,1732099147047,1732099342762,16847.54252316036,195.0104135930738,103.12525262474612,-17.301038062283737,321.5659175308675,2
06a2e4,32R,1732128517686,1732128726347,16847.54252316036,207.85883992064353,109.78237146407152,-61.274509803921575,323.8079183364619,2
0d085c,32L,1732073460631,1732073604855,10583.773565404412,144.04733628587857,79.73483015392719,0.0,318.7972839332528,2
0d09e5,32L,1732098651807,1732098788285,10583.773565404412,139.3866977603265,83.28955045453425,0.0,320.246749239722,2
0d09ec,32L,1732073733852,1732073868701,10583.773565404412,137.83002279632535,185.87187662268624,0.0,321.92831313033724,2
0d0bba,32R,1732116385177,1732116600284,16847.54252316036,213.5607944468041,79.00974778531413,0.0,322.68884618364575,2
34134d,32R,1732110196785,1732110421568,16847.54252316036,223.888112503061,97.91587316580119,-13.404825737265416,322.5322458490542,2
34134d,32R,1732139509868,1732139723443,16847.54252316036,211.27661226529418,100.21124675633568,0.0,323.35840603717475,2
34134e,32R,1732095719052,1732095931895,16847.54252316036,213.56027037109226,97.95905576678044,0.0,320.3113978970216,2
34134e,32R,1732123953682,1732124172156,16847.54252316036,218.72908323406887,100.96295159161552,-53.418803418803414,318.9450175518015,2
34150e,32L,1732064404032,1732064534156,10583.773565404412,136.79522212539135,41047.67254877758,-25000.0,352.7644569734978,2
34150e,32R,1732122816215,1732123034708,16847.54252316036,215.63586209834395,87.05972156179322,0.0,322.10998471321574,2
