icao24,runway_fap,ts_fap,ts_thr,distance_fap_to_thr,delta_time_fap_to_thr,speed_fap,vertical_speed_fap,heading_fap,weekday
0100a7,32R,1731733928278,1731734122469,16847.54252316036,192.36778648570848,66.14740624055418,-41.32231404958678,319.7426997050925,5
01010a,32R,1731754521811,1731754707373,16847.54252316036,185.60150487779345,107.11155503466746,-27.027027027027025,325.28503640249073,5
0101c8,32R,1731768096032,1731768289841,16847.54252316036,193.89523673907254,109.15226294434909,-16.265452179570595,323.14584386852624,5
01022e,32R,1731755311585,1731755491151,16847.54252316036,179.78783454149996,106.31718870039735,0.0,320.8920352014905,5
010236,32R,1731758402486,1731758588253,16847.54252316036,186.187548590367,110.88251101839651,0.0,321.9109572743346,5
01024c,32R,1731759246964,1731759434370,16847.54252316036,186.89642078158008,112.94186070428006,-48.355899419729205,321.67966657160844,5
010262,32R,1731765261739,1731765461733,16847.54252316036,199.62052775717123,104.74399900691016,-16.286644951140065,322.3225027943489,5
02006f,32L,1731775977372,1731776095920,10583.773565404412,126.10028720684717,87.8907332714212,0.0,326.99314863126887,5
020110,32L,1731753156855,1731753284150,10583.773565404412,132.28864109198207,104.4233588487366,-26.427061310782243,322.13934526549207,5
020140,32L,1731740535115,1731740672087,10583.773565404412,135.784900677082,91.07660744434425,0.0,322.00015361911585,5
040188,32R,1731737965042,1731738145123,16847.54252316036,180.02148945238798,98.08636640324796,0.0,319.7426038095007,5
06a140,32R,1731764715071,1731764902436,16847.54252316036,187.27769252304464,104.10549645704633,-16.244314489928527,322.4322276442727,5
06a1eb,32R,1731764594718,1731764783204,16847.54252316036,190.3770162473946,101.39075545233264,-22.22222222222222,323.8066837605877,5
06a2b3,32R,1731758498477,1731758682354,16847.54252316036,181.31014865641117,115.15469246800528,-24.31906614785992,323.4294728979932,5
06a2ec,32R,1731780755550,1731780948964,16847.54252316036,193.22076186249555,96.94248726730557,-24.630541871921185,320.89206664757097,5
0d085d,32R,1731736607943,1731736811769,16847.54252316036,203.72352317173036,80.55486574921385,0.0,320.7330419471509,5
0d08d1,32L,1731754617308,1731754733727,10583.773565404412,121.28982879376247,94.73945225247634,-24.4140625,323.16482043646,5
30086a,32R,1731765084648,1731765299257,16847.54252316036,213.99254931691632,96.56203532608508,0.0,320.9441411388776,5
341207,32L,1731788759218,1731788902606,10583.773565404412,142.55802798292967,73.53309681674256,0.0,325.74678985907093,5
34134d,32R,1731754012753,1731754197997,16847.54252316036,186.6990108755491,119.37375212682592,-27.233115468409586,322.151213599528,5
34134d,32R,1731778413946,1731778605236,16847.54252316036,190.34420803908162,92.92079398139805,-22.26179875333927,322.53227402523544,5
34134e,32R,1731772938720,1731773119188,16847.54252316036,180.7881256372383,121.92414445861407,0.0,324.42243841156375,5
34134e,32R,1731792366862,1731792572616,16847.54252316036,204.79004237729723,112.87334712337442,0.0,319.03248114334065,5
34150e,32R,1731763606609,1731763797129,16847.54252316036,190.2295906467976,109.59041437854857,-48.732943469785575,325.3384891822817,5
34150e,32R,1731785805694,1731786006207,16847.54252316036,202.8399795482518,107.90854887033161,0.0,324.027473024227,5
3415ce,32R,1731753798495,1731753983973,16847.54252316036,185.29951450799797,122.69745620966535,-16.244314489928527,322.1805160135273,5
3415ce,32R,1731779699778,1731779897248,16847.54252316036,196.39409692910448,111.29601341247903,-24.509803921568626,320.13611971986467,5
3415cf,32R,1731746623904,1731746810288,16847.54252316036,186.048126183603,141.5595917379488,0.0,321.92480673947114,5
3415cf,32L,1731763629689,1731763764437,10583.773565404412,139.7149669865759,89.60769190551672,0.0,318.1722886468544,5
3415cf,32R,1731785494615,1731785692898,16847.54252316036,197.32491845071252,102.69245766999346,-22.182786157941436,323.54568314373773,5
341682,32R,1731764131197,1731764327388,16847.54252316036,196.61267377111966,132.0472279265085,-24.295432458697768,322.29152267607265,5
341682,32L,1731791973595,1731792095130,10583.773565404412,125.04441760239729,83.33320349898241,0.0,321.5345590831888,5
342059,32R,1731766161618,1731766351828,16847.54252316036,189.08961000027438,119.67186909162434,-48.923679060665364,325.05160548860437,5
