icao24,runway_fap,ts_fap,ts_thr,distance_fap_to_thr,delta_time_fap_to_thr,speed_fap,vertical_speed_fap,heading_fap,weekday
010237,32R,1735294063826,1735294273563,16847.54252316036,210.0371448861175,98.97600629033595,-18.804061677322302,322.4654292431523,4
010244,32R,1735302220524,1735302424344,16847.54252316036,205.32382253436114,102.23263886901331,0.0,324.5759809476267,4
010265,32R,1735294206686,1735294416090,16847.54252316036,208.87790813678188,123.95125948973475,-57.47126436781609,318.488775215689,4
020057,32L,1735296600034,1735296722404,10583.773565404412,127.40609773382813,109.8456789561566,-49.115913555992144,323.35753582759907,4
02008b,32R,1735318688054,1735318879843,16847.54252316036,191.45280938499965,102.86489372007023,-10.187449062754686,327.6200935401792,4
02a199,32R,1735316144460,1735316336548,16847.54252316036,192.16837014820032,115.07035140565137,-10.902747492368077,321.5752346608491,4
06a1ea,32R,1735274932715,1735275129259,16847.54252316036,194.58327940900523,59.93420096738453,0.0,318.6791535477278,4
06a2b5,32R,1735301758378,1735301954906,16847.54252316036,194.35647483317163,106.4246856574666,-30.48780487804878,319.3105347233715,4
06a2eb,32R,1735322788815,1735322981221,16847.54252316036,192.5475825196661,94.22490901504244,0.0,323.14371970502066,4
0d08d1,32R,1735270916594,1735271117945,16847.54252316036,200.99843812958517,99.72311826293922,-24.630541871921185,324.9097676202729,4
0d09ec,32L,1735312476671,1735312596271,10583.773565404412,127.67297024471152,87.55651026505647,0.0,321.78626540721734,4
341207,32L,1735323852447,1735323983964,10583.773565404412,134.74522517208243,95.132301514527,-40.84967320261438,317.3058221992762,4
34134e,32R,1735296277256,1735296482578,16847.54252316036,205.87811302728957,103.91954388237902,-26.93965517241379,323.19431716990067,4
34134e,32R,1735322529816,1735322716861,16847.54252316036,186.68673543253408,110.22330137763817,0.0,323.8729456168212,4
3415ce,32R,1735286800478,1735286986932,16847.54252316036,186.50722027770183,113.77291773701786,-11.076650420912715,321.8301655018145,4
3415ce,32L,1735306767579,1735306893282,10583.773565404412,133.26212337253708,100.65919202701284,0.0,325.42023027753277,4
3415ce,32R,1735332961355,1735333150257,16847.54252316036,188.73938435582534,113.60294723503887,-24.509803921568626,323.3801017149294,4
3415cf,32L,1735308918910,1735309045266,10583.773565404412,130.6706202175568,102.64946638647827,-12.153621779290228,322.82062522273816,4
3415cf,32R,1735332253955,1735332440926,16847.54252316036,193.15788967534078,88.13533135692838,-49.115913555992144,323.87294561685997,4
341646,32R,1735336651808,1735336828534,16847.54252316036,176.63414333337678,142.44785106992043,0.0,322.62556158833263,4
341682,32L,1735298821035,1735298939096,10583.773565404412,125.34927901272468,118.19417794056098,0.0,322.1640703983016,4
341682,32L,1735324255253,1735324372290,10583.773565404412,124.2112643792744,83.51979350318817,0.0,325.1538008201959,4
342059,32R,1735267163259,1735267361171,16847.54252316036,199.57295847440608,140.5928379317948,0.0,0.0,4
342059,32L,1735335689123,1735335799346,10583.773565404412,117.24829046660638,108.99153603819711,0.0,320.74609290649136,4
342091,32R,1735286633510,1735286809663,16847.54252316036,176.0992296089388,114.38722721693486,-26.98327037236913,321.3975640914752,4
342091,32R,1735303136640,1735303342177,16847.54252316036,203.2875019466566,103.43495131342199,0.0,324.0903371500144,4
342091,32R,1735335614386,1735335793570,16847.54252316036,180.39611001578874,115.44180389948498,-16.361256544502616,305.9383502692452,4
3420ca,32R,1735290028879,1735290224322,16847.54252316036,195.8561898142441,106.11244983000198,-24.342745861733206,318.3594636220383,4
3420ca,32R,1735312166985,1735312350383,16847.54252316036,186.9597189637095,114.39494004866916,-27.027027027027025,327.5493210413393,4
3420ca,32L,1735334933546,1735335047613,10583.773565404412,118.02287979575948,107.55998497964232,-26.288117770767613,321.66376940266804,4
