icao24,runway_fap,ts_fap,ts_thr,distance_fap_to_thr,delta_time_fap_to_thr,speed_fap,vertical_speed_fap,heading_fap,weekday
010247,32R,1735475099803,1735475303898,16847.54252316036,203.34965743142726,114.88535184391691,-48.26254826254826,321.52158774822306,6
020057,32L,1735469875547,1735470009816,10583.773565404412,137.87260339104603,79.44733929566763,0.0,322.39366035293574,6
0200fb,32L,1735492347049,1735492461715,10583.773565404412,122.27762423462676,91.39509970647904,0.0,343.7305115318496,6
020118,32L,1735497024112,1735497161622,10583.773565404412,142.4303226509738,99.81797487525445,-56.68934240362812,324.03995809001344,6
020124,32L,1735470891482,1735471019775,10583.773565404412,133.29959508900205,87.85105360188663,-14.40922190201729,321.3618112024779,6
02a262,32R,1735498414502,1735498604633,16847.54252316036,191.8143365754688,112.5625686572473,-24.461839530332682,323.5083671207495,6
06a079,32R,1735474853256,1735475049165,16847.54252316036,195.50454825258012,101.28628876017561,-48.355899419729205,318.7009235599357,6
06a1ea,32R,1735480274908,1735480478686,16847.54252316036,203.9315977598441,100.01927512481913,-22.123893805309738,323.86262828978647,6
06a2ec,32R,1735496595657,1735496782324,16847.54252316036,189.13989163157552,105.57771062246385,-22.202486678507995,321.54023753684623,6
06a30b,32R,1735487092094,1735487288342,16847.54252316036,194.91611746295098,110.78501249634321,-49.115913555992144,317.5133431977163,6
0a0020,32R,1735473254035,1735473451386,16847.54252316036,197.73389143503348,78.31531126886654,-48.923679060665364,319.74279560075263,6
0d085d,32R,1735444132590,1735444330413,16847.54252316036,196.4755764832015,215.78175092240235,-82.23684210526316,320.8920923066225,6
34134e,32R,1735472888019,1735473081819,16847.54252316036,193.96433880583632,111.1140556154852,0.0,322.3225027943489,6
34134e,32R,1735508650987,1735508838659,16847.54252316036,186.03473597997237,111.84816851804976,-49.6031746031746,325.7343567811747,6
3415cf,32R,1735455659135,1735455851597,16847.54252316036,193.05618075910002,109.69784818504415,-48.828125,302.94033694349105,6
3415cf,32R,1735479134644,1735479327123,16847.54252316036,192.80614935020915,106.31707384842765,-40.51863857374392,320.8921113418528,6
3415cf,32R,1735505423628,1735505612516,16847.54252316036,187.83930751266033,101.9482562369594,0.0,320.4289776918821,6
341682,32L,1735486750184,1735486874704,10583.773565404412,127.58337393634517,91.23205824666486,0.0,328.4081339755007,6
342059,32R,1735486770459,1735486966648,16847.54252316036,195.90818763836492,106.21590510189793,0.0,318.35930599864184,6
342059,32L,1735509210429,1735509336732,10583.773565404412,129.08011165878926,87.12191286230816,-49.115913555992144,326.3740808164846,6
342090,32R,1735483028275,1735483226646,16847.54252316036,198.88018915118994,108.35243174876665,-26.881720430107524,308.0563483914998,6
342090,32L,1735509082575,1735509205448,10583.773565404412,120.9856675878454,107.42689923574447,0.0,325.89749888726885,6
342091,32R,1735480151307,1735480352402,16847.54252316036,200.77336826609275,116.09598488152572,0.0,322.6888274344448,6
