icao24,runway_fap,ts_fap,ts_thr,distance_fap_to_thr,delta_time_fap_to_thr,speed_fap,vertical_speed_fap,heading_fap,weekday
010244,32R,1733401022846,1733401232422,16847.54252316036,209.24919302736137,79.61573383763634,0.0,323.20528018268084,3
020044,32L,1733416588853,1733416713342,10583.773565404412,133.63688044967896,82.24527592373299,-12.242899118511264,323.26135333835765,3
0200ed,32L,1733395381486,1733395520177,10583.773565404412,137.61675557915567,78.42725261842831,0.0,321.64545545639663,3
020177,32L,1733400319524,1733400459129,10583.773565404412,143.68859553579986,81.27056279857082,0.0,322.50201512247185,3
06a13d,32R,1733401369027,1733401564734,16847.54252316036,195.01957915392362,88.46172823515798,0.0,325.88529165264544,3
06a1e6,32R,1733418022270,1733418223317,16847.54252316036,200.8905861774676,93.25658432976651,0.0,318.8218574259636,3
06a1ed,32R,1733380019083,1733380210714,16847.54252316036,191.8630974220884,94.60005077244752,0.0,318.7540205959916,3
06a2de,32R,1733413298819,1733413491783,16847.54252316036,192.90968804487014,120.59995310887103,0.0,324.349242199877,3
06a2ec,32R,1733423693815,1733423897533,16847.54252316036,204.44002207630444,80.3942317888443,-40.98360655737705,319.3078941293003,3
0a0028,32R,1733392583232,1733392797933,16847.54252316036,215.86626683711668,89.35120411436442,0.0,322.6889586760596,3
0d085c,32L,1733393635353,1733393761188,10583.773565404412,133.80648301180273,80.01787498252605,0.0,324.73397865032604,3
30047d,32R,1733389429840,1733389654064,16847.54252316036,221.18761024994637,80.75986332736616,0.0,323.17663535041135,3
34134d,32R,1733402775298,1733402989450,16847.54252316036,214.28916921251692,95.50265515616735,-27.114967462039044,324.0275071104488,3
34134d,32R,1733432104481,1733432303789,16847.54252316036,199.43889676888213,86.12220552832783,0.0,322.0235036525503,3
34134e,32R,1733405017498,1733405214205,16847.54252316036,196.93315366584247,93.71472070109598,0.0,318.7843395872054,3
34134e,32R,1733427950386,1733428148914,16847.54252316036,199.63365867563866,109.92139734379495,-17.482517482517483,322.50201172080466,3
34150e,32R,1733367334410,1733367530980,16847.54252316036,195.40767305428062,188.55182133410602,0.0,323.3077559817503,3
341545,32R,1733423194324,1733423401218,16847.54252316036,206.90887253352324,129.8027999671978,0.0,318.98615719621756,3
3415ce,32R,1733404561783,1733404753927,16847.54252316036,192.16486501563378,117.81961858946858,-25.252525252525253,321.69876338600136,3
3415ce,32R,1733425462089,1733425662727,16847.54252316036,199.57334574726974,100.10742128954202,0.0,318.9449597694156,3
