icao24,runway_fap,ts_fap,ts_thr,distance_fap_to_thr,delta_time_fap_to_thr,speed_fap,vertical_speed_fap,heading_fap,weekday
010109,32R,1739184924602,1739185127967,16847.54252316036,202.037681327356,75.31261915132988,-50.100200400801604,325.7342887619553,0
010247,32R,1739190705652,1739190899139,16847.54252316036,193.93526102660803,96.61596507255327,-22.361359570661893,324.1626949667066,0
01024d,32L,1739183245709,1739183361856,10583.773565404412,121.87950370866801,113.70043617166232,0.0,324.2736731297474,0
018047,32L,1739196046306,1739196183050,10583.773565404412,141.01079530260847,85.06287968779988,-22.28163992869875,320.287360813069,0
020066,32L,1739183873039,1739183995843,10583.773565404412,126.08232888984871,91.13089141734393,-40.84967320261438,323.4015101484342,0
02019b,32L,1739205398803,1739205519086,10583.773565404412,127.69188294194049,89.35647517278677,0.0,323.59703250443135,0
02a263,32R,1739147641999,1739147848241,16847.54252316036,204.63321545253447,108.90837780542316,49.504950495049506,326.240464580717,0
040188,32R,1739170334832,1739170519178,16847.54252316036,184.43854739981947,96.33842588877418,0.0,321.99165029648316,0
06a0df,32R,1739167711287,1739167906898,16847.54252316036,195.22468761489742,97.60803465697676,0.0,319.74250791594045,0
06a19e,32R,1739191022037,1739191209036,16847.54252316036,185.42169982538505,110.87917056711476,-13.535462912831619,322.6889955987977,0
06a2eb,32R,1739211782519,1739211965571,16847.54252316036,182.90170178432626,118.35278370474452,0.0,318.78404555274545,0
06a30a,32R,1739208171441,1739208355677,16847.54252316036,182.95779269076837,120.58921640946117,-22.475277195085404,322.8357252174188,0
0d09d0,32R,1739154945045,1739155127333,16847.54252316036,182.67420375609487,203.76679604442512,-48.923679060665364,321.5346684316598,0
0d0bba,32L,1739182009734,1739182128261,10583.773565404412,122.82454985995733,80.17818326955334,0.0,320.90480173517767,0
0d0c90,32L,1739187277601,1739187413643,10583.773565404412,141.47266299579772,87.98391382267673,0.0,323.0546658782198,0
300a26,32R,1739195245642,1739195457496,16847.54252316036,212.91920163917422,102.06394410845218,-17.82319391634981,322.2467936472118,0
34134d,32L,1739200516033,1739200639656,10583.773565404412,132.61037287810737,91.53532731382647,0.0,293.4297055008791,0
34134d,32R,1739223489240,1739223686351,16847.54252316036,194.61094004223986,104.4836813775537,-17.50700280112045,322.9353067621576,0
34134e,32R,1739178112101,1739178300849,16847.54252316036,187.63615695152376,99.61906030172355,0.0,323.0989136841547,0
34134e,32R,1739194202420,1739194385259,16847.54252316036,181.98145466524178,117.41152668533255,-24.295432458697768,323.17682193397036,0
34134e,32R,1739216162183,1739216349085,16847.54252316036,187.10381836798544,112.36399933637507,-24.271844660194173,323.47351652819685,0
341545,32L,1739206718391,1739206855935,10583.773565404412,131.80655344501864,94.70727467008594,0.0,329.7287029789442,0
3415ce,32L,1739180093118,1739180223026,10583.773565404412,132.19109089387953,101.11760791055838,-27.144408251900106,320.4211396179504,0
3415ce,32L,1739203402100,1739203518856,10583.773565404412,116.99016643669378,120.75695884754414,-25.853154084798348,305.7090100282779,0
3415ce,32R,1739223280497,1739223462029,16847.54252316036,181.55217980273602,126.26781391774924,-35.0140056022409,322.63077341873867,0
3415cf,32L,1739168936955,1739169063779,10583.773565404412,130.44899033317506,93.36213083008735,0.0,318.9581410731884,0
3415cf,32R,1739193283908,1739193480662,16847.54252316036,196.90994379753553,127.26379715977683,0.0,322.37222649659225,0
3415cf,32R,1739222389056,1739222604517,16847.54252316036,214.9268738040361,109.35361044813543,-27.144408251900106,320.67092128262294,0
341646,32R,1739147533839,1739147719374,16847.54252316036,186.00984994970264,112.3198440872847,0.0,326.6740974101975,0
341646,32R,1739180953657,1739181147341,16847.54252316036,192.90341988063048,92.08330494687833,-48.732943469785575,319.12125828368767,0
341646,32L,1739203606586,1739203713954,10583.773565404412,114.60126652393734,127.40713009194657,0.0,318.7972054418724,0
341682,32L,1739179039984,1739179169265,10583.773565404412,132.81908128599034,82.64913028119143,-10.651896037494675,322.7190798907155,0
341682,32L,1739208502249,1739208630644,10583.773565404412,133.43219078515506,94.2635143406448,0.0,324.6577941050696,0
342059,32R,1739187576069,1739187762212,16847.54252316036,186.39017831492103,114.94251856083825,0.0,307.4320640196469,0
342059,32R,1739210417067,1739210610878,16847.54252316036,194.77983604541896,103.64257202114544,-24.533856722276745,320.45673640028014,0
342090,32R,1739179088802,1739179273069,16847.54252316036,183.63588462583132,112.70767572216701,-24.390243902439025,323.61406291206384,0
342090,32R,1739208864803,1739209046989,16847.54252316036,180.53571017609192,108.04148345893593,0.0,323.3310968406026,0
342090,32R,1739226559536,1739226742412,16847.54252316036,183.8634182330341,115.43879525437998,-24.752475247524753,305.2513565441615,0
342091,32L,1739173229121,1739173351983,10583.773565404412,128.9150180773756,85.17392688983396,-21.949078138718175,323.16489642786564,0
